suggestionId,author,title,category,votes,timestamp,segment,n_comments,author_betweenness,author_degree_w,author_community,author_role,success
116309,annabanana89,More BOGO (buy one get one) deals and more happy hour,Frappuccino+Beverages,3570,11/20/2013 6:36 PM,top,2.0,0.0,0,-1,unknown,0
68147,Tsolum,Food changes at Starbucks,Food,3570,8/18/2013 3:13 PM,top,21.0,0.0,0,-1,unknown,0
47354,qsouz99,A free reward when you hit gold status,Starbucks+Card,3530,8/5/2013 10:30 AM,top,21.0,0.0,0,-1,unknown,0
42215,Gabou,Small starbucks card for key chain,"Ordering,+Payment+%26+Pick-Up",3530,11/20/2012 5:37 AM,top,20.0,0.0,0,-1,unknown,0
92439,chaifreak,Sugar free chai tea!,Tea+%26+Other+Drinks,3520,6/6/2013 3:34 AM,top,30.0,0.0,0,-1,unknown,0
10643,PersonalCup,Brew Directly Into Personal Cup,Social+Responsibility,3520,5/21/2009 7:15 AM,top,43.0,0.0,0,-1,unknown,0
10498,carguysm,Larger Discount for Personal Cup,Social+Responsibility,3520,8/14/2013 8:06 PM,top,7.0,0.0,0,-1,unknown,0
65954,DC16,Bring Back Pumpkin Bread and the other old favorites,Food,3520,10/20/2013 1:00 PM,top,14.0,0.0,0,-1,unknown,0
42331,jakishere,SBUX card is practically useless w/o free soy and syrup.,"Ordering,+Payment+%26+Pick-Up",3510,9/18/2012 6:16 PM,top,10.0,0.0,0,-1,unknown,0
58770,NatLaugh,MORE SEATING LESS RETAIL,Atmosphere+%26+Locations,3470,4/7/2008 10:35 AM,top,20.0,0.0,0,-1,unknown,0
107664,lytlee,milk alternatives,Coffee+%26+Espresso+Drinks,3450,7/11/2013 4:45 AM,top,13.0,0.0,0,-1,unknown,0
116326,starkbck,Sugarfree Frappuccino,Frappuccino+Beverages,3450,3/19/2008 1:13 PM,top,29.0,0.0,96,8,contributor,0
111018,elsmd,Sell merchandise made in the USA,Merchandise+%26+Music,3430,12/21/2012 3:19 PM,top,8.0,0.0,0,-1,unknown,0
58554,debbiejf,Bring back seating!!!,Atmosphere+%26+Locations,3390,4/5/2013 1:59 PM,top,13.0,3.87800235661097e-07,5,2,contributor,0
108162,sunflowersue30,Gold card perks,Coffee+%26+Espresso+Drinks,3390,11/20/2013 6:54 PM,top,2.0,0.0,0,-1,unknown,0
63954,rkymtgirl8,"Gluten free, sugar free, dairy free, vegan, organic, raw 16,944 thumbs up",Food,3380,3/11/2011 11:59 AM,top,16.0,0.0,0,-1,unknown,0
30163,ASP317,Sanitation,"Ordering,+Payment+%26+Pick-Up",3370,10/17/2008 10:41 AM,top,14.0,0.0,0,-1,unknown,0
105896,issaellen,Free Drink with Purchase of Reusable Cup,Merchandise+%26+Music,3360,7/19/2011 3:24 PM,top,34.0,0.0013161650404271467,153,0,contributor,0
111526,emacs,Sell products made in USA,Merchandise+%26+Music,3360,9/16/2012 7:42 PM,top,4.0,0.0,0,-1,unknown,0
111073,d1nonly,Venti reusable cups,Merchandise+%26+Music,3360,11/17/2013 10:01 AM,top,21.0,0.0,0,-1,unknown,0
42301,jenninGA,Stars for Survey Participation,"Ordering,+Payment+%26+Pick-Up",3350,1/23/2014 7:00 AM,top,25.0,0.0,0,-1,unknown,0
43954,sunpelic,Free Birthday Drink at Instant,Starbucks+Card,3350,10/14/2010 8:26 PM,top,10.0,0.0,0,-1,unknown,0
88160,RKC2010,Charge by the number of tea bags not the size of the drink,Tea+%26+Other+Drinks,3320,1/7/2012 9:45 PM,top,25.0,0.0,0,-1,unknown,0
97952,xpelled,cups artwork,Merchandise+%26+Music,3310,3/22/2008 7:18 AM,top,49.0,5.677167100709412e-06,45,26,contributor,0
57361,r_rachelle,Less franchisees that claim to be Starbucks but do not operate the same as Starbucks!,Atmosphere+%26+Locations,3310,11/14/2013 4:11 AM,top,29.0,0.0,0,-1,unknown,0
107846,CORVETTELYN,Discount when you add dollars onto you gold card,Coffee+%26+Espresso+Drinks,3300,11/20/2013 6:29 PM,top,0.0,0.0,0,-1,unknown,0
111738,Court76,Dark Chocolate Frappuccino,Frappuccino+Beverages,3300,3/21/2008 11:53 AM,top,9.0,1.0994274418554454e-08,28,8,contributor,0
67227,Wombat42,"Clearly Marked Vegan, Non-Dairy and Allergy Safe Baked Goods",Food,3290,3/24/2008 8:31 AM,top,15.0,0.0,0,-1,unknown,0
42217,TheKwan,"Online menu with full list of customization/terms, plus suggestions on how to order like a barista to increase efficiency in ordering","Ordering,+Payment+%26+Pick-Up",3290,8/17/2010 12:27 AM,top,12.0,0.0,11,0,contributor,0
46430,sunjester,Display free rewards on the register,Starbucks+Card,3270,11/12/2012 12:33 PM,top,1.0,0.0,0,-1,unknown,0
77612,Bouv2Max,Starbucks & Bawls. A Wonderful Combination!,Other+Product+Ideas,3260,4/22/2008 9:04 PM,top,50.0,0.0,0,-1,unknown,0
90110,brodes,rewards card,Tea+%26+Other+Drinks,3240,7/23/2008 12:43 PM,top,18.0,0.0,0,-1,unknown,0
114437,emilie_dance,Mocha Peanut Butter Cup Frappuccino,Frappuccino+Beverages,3220,5/9/2013 4:01 AM,top,19.0,0.0,0,-1,unknown,0
78293,Organic,Organic Coffee,Other+Product+Ideas,3210,3/19/2008 12:12 PM,top,5.0,0.0,0,-1,unknown,0
83388,Sandler,Organic drink options,Tea+%26+Other+Drinks,3200,3/24/2008 3:17 PM,top,49.0,0.0,0,-1,unknown,0
95307,snikle1021,Losing the competitive edge by eliminating free soy/syrup,Coffee+%26+Espresso+Drinks,3180,9/18/2012 8:35 PM,top,2.0,0.0,0,-1,unknown,0
103496,Jadora1,Make your iced venti tumblers 24oz,Merchandise+%26+Music,3170,8/24/2009 6:10 AM,top,41.0,0.0,0,-1,unknown,0
46308,tgurnett,Free Sample Offer email,Starbucks+Card,3170,9/30/2010 4:13 PM,top,30.0,8.991671768662268e-05,20,0,contributor,0
103046,malary1554555,Peanut butter latte!! Or any peanut butter beverage...,Coffee+%26+Espresso+Drinks,3150,4/1/2010 1:46 PM,top,16.0,0.0,0,-1,unknown,0
39199,sabfsu,Group Order Form!,"Ordering,+Payment+%26+Pick-Up",3140,4/21/2008 7:35 PM,top,11.0,0.0,0,-1,unknown,0
82802,bjornlarson,Survey Reward: Add $1 to a registered Starbucks card when survey is completed,New+Technology,3140,7/17/2012 5:24 AM,top,18.0,0.0,0,-1,unknown,0
62527,khanefeld,unsold pastries donated to local homeless shelter/soup kitchen,Food,3130,11/18/2009 7:02 PM,top,15.0,0.0,12,57,contributor,0
92306,portillo,Dark chocolate beverages,Tea+%26+Other+Drinks,3110,3/20/2013 6:44 AM,top,1.0,0.0,0,-1,unknown,0
91732,EllieU17,More Tea!,Tea+%26+Other+Drinks,3100,3/16/2012 3:07 AM,top,9.0,0.0,0,-1,unknown,0
45813,Venida,Keep soymilk & syrups free!!,Starbucks+Card,3100,9/22/2012 5:19 PM,top,17.0,0.0,0,-1,unknown,0
95216,Boo2u,KEEP the SYRUPS!!!!!,Coffee+%26+Espresso+Drinks,3100,9/18/2012 8:14 AM,top,9.0,0.0,0,-1,unknown,0
44468,jetlagpam,Make Golds more special!,Starbucks+Card,3090,7/2/2010 11:04 AM,top,28.0,0.0,0,-1,unknown,0
108181,DWAbernathy,milk alternatives,Coffee+%26+Espresso+Drinks,3090,2/14/2014 7:53 AM,top,22.0,0.0,0,-1,unknown,0
58790,MAXALAXA,HOOKS IN RESTROOMS .... STATUS?,Atmosphere+%26+Locations,3080,9/24/2013 3:04 PM,top,49.0,0.0,0,-1,unknown,0
45091,grahamb,Gold Card Free Drink Size Upgrade,Starbucks+Card,3080,3/10/2010 10:14 AM,top,2.0,0.0,0,-1,unknown,0
110049,mhill95,"If you spend $20 for an insulated cup, why not fill it.",Merchandise+%26+Music,3070,6/29/2012 8:33 PM,top,12.0,0.0,0,-1,unknown,0
29107,lawber,Why is it complicated?,"Ordering,+Payment+%26+Pick-Up",3060,4/30/2008 9:49 PM,top,49.0,0.0,0,-1,unknown,0
65269,Joazz,Better food options for diabetics,Food,3060,2/17/2011 3:59 PM,top,13.0,0.0,0,-1,unknown,0
47249,coffeecrazy101,WHY TAKE AWAY ALL THE GOOD STARBUCKS *REWARDS*?!,Starbucks+Card,3060,9/28/2012 8:35 PM,top,19.0,0.0,0,-1,unknown,0
46293,QFA380,"Reward Customers Fairly - Stars Per Item, Not Per Transaction",Starbucks+Card,3060,3/28/2013 9:59 AM,top,32.0,0.0,23,1,contributor,0
10636,ohpetal,Don't throw away a disposable cup each time you bring in a reusable cup!,Social+Responsibility,3040,5/15/2011 1:34 PM,top,20.0,0.0,0,-1,unknown,0
107847,caffieneluv,Dark Chocolate Espresso Drink,Coffee+%26+Espresso+Drinks,3040,11/20/2013 6:25 PM,top,3.0,0.0,0,-1,unknown,0
61441,Boiseen,Hummus Pack,Food,3030,5/4/2011 8:32 PM,top,22.0,0.0,0,-1,unknown,0
83104,fixthis,Allow people to mark ideas as duplicates,New+Technology,3030,8/9/2011 11:16 AM,top,12.0,0.0,0,-1,unknown,0
116496,beavervalley,"PLEASE PLEASE Starbucks, some new flavors for your Frappuccinos so tired of the old ones.",Frappuccino+Beverages,3030,3/20/2013 11:30 AM,top,19.0,0.0,0,-1,unknown,0
93495,Destelle,Sugar-free/low-cal options,Coffee+%26+Espresso+Drinks,3030,12/21/2009 6:20 AM,top,12.0,0.0,0,-1,unknown,0
107849,jeremiahstingl,Free extra shot upgrade with gold card,Coffee+%26+Espresso+Drinks,3020,11/20/2013 8:09 PM,top,1.0,0.0,0,-1,unknown,0
111737,trwart,Banana coconut Frappuccino,Frappuccino+Beverages,3020,4/6/2008 11:46 AM,top,17.0,0.0,0,-1,unknown,0
10996,HvMyShft,HaveMyShift.com - Work Flexibly. Live Hapily.,Other+Experience+Ideas,3000,3/20/2008 12:18 PM,top,35.0,4.5189295299368395e-06,34,8,contributor,0
107390,VAMPESS7,Do not charge Gold Members for syrups,Coffee+%26+Espresso+Drinks,3000,11/20/2013 9:00 PM,top,6.0,0.0,0,-1,unknown,0
98069,orwell88,apparel,Merchandise+%26+Music,2980,3/19/2008 12:56 PM,top,17.0,0.0,0,-1,unknown,0
64600,KatB,Bring back the chocolate croissant,Food,2980,7/22/2010 11:39 AM,top,10.0,2.641932304957299e-06,9,1,contributor,0
46297,cherrybomb2727,free drink on anniversary date of becoming gold card memeber,Starbucks+Card,2970,3/21/2013 9:47 AM,top,4.0,0.0,0,-1,unknown,0
90997,latte2you,sugarfree Iced Via coffee packets,Tea+%26+Other+Drinks,2970,8/9/2011 10:12 AM,top,0.0,0.0,0,-1,unknown,0
49984,mrg1973,"More stars based on purchases, not number if orders",Starbucks+Card,2970,10/11/2014 7:28 PM,top,28.0,0.0,0,-1,unknown,0
47236,Nick14902,Don't Let Gold Card Rewards Expire,Starbucks+Card,2960,4/3/2013 4:39 PM,top,10.0,0.0,9,3,contributor,0
59256,Sasha43,Promote Afternoon Teatime at Starbucks,Atmosphere+%26+Locations,2960,3/5/2010 10:48 AM,top,1.0,0.0,0,-1,unknown,0
6761,Sheman,Diaper changeing tables in the bathrooms,Social+Responsibility,2930,5/5/2011 11:01 AM,top,0.0,0.0,0,-1,unknown,0
102833,ccantieri,Dark chocolate mocha in stores,Coffee+%26+Espresso+Drinks,2900,4/9/2012 6:19 AM,top,6.0,0.0,0,-1,unknown,0
43978,annestarbucks,"If you get more than 30 stars a year, have the free drink be every 10 drinks",Starbucks+Card,2900,4/19/2011 8:13 PM,top,17.0,0.0,0,-1,unknown,0
107623,lovingsbucks20,Coconut Milk Option,Coffee+%26+Espresso+Drinks,2890,11/14/2013 4:37 PM,top,6.0,0.0,0,-1,unknown,0
67957,missbssy,At least One Excellent Low-Carb food item,Food,2890,3/19/2008 8:28 PM,top,16.0,0.0,0,-1,unknown,0
111735,SirMark,NO SUGAR ADDED Whipped Cream- Why not?,Frappuccino+Beverages,2890,7/6/2010 10:06 PM,top,50.0,0.02449644319529044,1368,1,contributor,0
105205,MarkDavid,Don't Change The Logo!!,Merchandise+%26+Music,2880,1/5/2011 11:53 AM,top,50.0,0.00010029274024660252,104,1,contributor,0
40336,RCompton87,Customizable Starbucks Card,Starbucks+Card,2880,10/5/2011 12:27 AM,top,9.0,0.0,0,-1,unknown,0
67617,abug,Gluten free/ dairy free options,Food,2880,8/20/2013 3:23 PM,top,11.0,4.597774612975834e-06,9,3,contributor,0
42304,alanisfuzzy,Rewards program is a joke w/o free syrup and soy choices,"Ordering,+Payment+%26+Pick-Up",2870,9/18/2012 2:12 PM,top,18.0,0.0,0,-1,unknown,0
92099,mselenica,To make the Peach Green Tea Lemonade non-seasonal,Tea+%26+Other+Drinks,2870,8/30/2013 10:21 PM,top,9.0,0.0,0,-1,unknown,0
26332,cofesnob,"Three Words: Small, Medium, Large","Ordering,+Payment+%26+Pick-Up",2860,3/19/2008 8:12 PM,top,50.0,1.907009745174659e-06,48,7,contributor,0
44181,irishone,Starbucks Card Loaded with your top three beverages,Starbucks+Card,2860,7/30/2010 4:12 PM,top,11.0,0.0,0,-1,unknown,0
91733,Contained,Discounts for non coffee drinks,Tea+%26+Other+Drinks,2860,11/12/2013 12:25 PM,top,11.0,0.0,0,-1,unknown,0
39226,PhotoGraphicGr,Favorite Beverage Ordering Code,"Ordering,+Payment+%26+Pick-Up",2860,5/4/2012 11:12 AM,top,27.0,0.0,39,24,contributor,0
58817,ColsWestSB,Temperature - Too Cold,Atmosphere+%26+Locations,2860,11/14/2009 10:08 AM,top,12.0,0.0,0,-1,unknown,0
58771,truenorthblond,Train Your Staff about the refill policy,Atmosphere+%26+Locations,2850,10/26/2013 7:45 PM,top,31.0,0.0009580040017083811,149,12,contributor,0
73341,pmww2486,Starbucks Flavored Via Muffins,Other+Product+Ideas,2820,11/3/2010 4:02 PM,top,49.0,0.0,179,32,contributor,0
116308,lovehotcocoa,BRING BACK MOCHA COOKIE CRUMBLE FRAPPUCCINO,Frappuccino+Beverages,2820,11/20/2013 6:15 PM,top,16.0,0.0,0,-1,unknown,0
45035,CoffeeAAA,No Card use at the Other Non-Starbuck Stores,Starbucks+Card,2810,3/11/2010 8:48 AM,top,19.0,0.0,0,-1,unknown,0
111197,WeB3LI3Ve,Discount on personal cups,Merchandise+%26+Music,2810,4/22/2011 1:27 PM,top,20.0,0.0,0,-1,unknown,0
67071,SFirmin,Gluten Free & Dairy Free items,Food,2790,12/8/2012 8:20 AM,top,19.0,0.0,0,-1,unknown,0
40325,gotogirlclt,Awkward:  NONE of the Starbucks employees (anywhere I've gone across the country) seem to know it is a free TALL BEVERAGE with the purchase of a bag of beans for gold card members.,Starbucks+Card,2790,9/18/2011 8:45 AM,top,30.0,0.0,0,-1,unknown,0
116297,starbackscrazy,Have mocha-coconut frappuccino all year round,Frappuccino+Beverages,2780,3/22/2013 12:31 PM,top,12.0,0.0,0,-1,unknown,0
95168,kstahl,Loss of Benefits,Coffee+%26+Espresso+Drinks,2780,9/19/2012 5:06 AM,top,6.0,0.0,0,-1,unknown,0
78166,sequinsupreme,more than 10 discount for bringing Reusable Cup,Other+Product+Ideas,2780,2/11/2014 8:59 PM,top,14.0,0.0,0,-1,unknown,0
44534,holmesr1,Starbucks needs to stop glossing over the fact that their new program stinks,Starbucks+Card,2770,1/26/2010 1:19 PM,top,5.0,6.847533335121967e-05,19,1,contributor,0
92152,PinkCadillac,Include chai latte in your promos for BOGO,Tea+%26+Other+Drinks,2760,11/20/2013 7:32 PM,top,3.0,2.1989923112180283e-07,39,12,contributor,0
44749,historygirl,Rewards Program for Members,Starbucks+Card,2750,9/30/2010 5:21 PM,top,6.0,8.991671768662268e-05,20,0,contributor,0
92301,quang0,Bring back the old tea prices!,Tea+%26+Other+Drinks,2750,1/14/2010 6:18 PM,top,26.0,0.0,0,-1,unknown,0
46280,BA10,Always redeem the oldest reward coupon first,Starbucks+Card,2750,12/4/2012 5:17 PM,top,14.0,0.0,0,-1,unknown,0
94896,Ennoid,Gold members get a free shot,Coffee+%26+Espresso+Drinks,2750,8/19/2012 8:01 PM,top,0.0,0.0,0,-1,unknown,0
64340,coffeecrazy101,Gluten- & dairy-free food options?,Food,2750,9/28/2012 8:39 PM,top,15.0,0.0,0,-1,unknown,0
109118,mln221,Bring back original city mugs!,Merchandise+%26+Music,2720,11/20/2013 6:30 PM,top,21.0,0.0,0,-1,unknown,0
58789,orangenj,Don't play Christmas music until Thanksgiving Day,Atmosphere+%26+Locations,2720,11/16/2011 3:16 PM,top,11.0,0.0,0,-1,unknown,0
46302,dmrn,longer expiry for rewards,Starbucks+Card,2720,3/18/2013 10:12 AM,top,10.0,0.0,0,-1,unknown,0
15601,justinflood,Bring back that old Starbucks coffee house atmosphere!,Other+Experience+Ideas,2710,6/11/2010 7:40 AM,top,39.0,0.0,44,1,contributor,0
107856,momtojm,New Soy Milk is disgusting...please bring back silk!,Coffee+%26+Espresso+Drinks,2710,1/10/2009 12:20 PM,top,42.0,0.0,0,-1,unknown,0
58928,highroad,A coffee bar,Atmosphere+%26+Locations,2710,3/19/2008 1:05 PM,top,11.0,0.0,0,-1,unknown,0
111739,wildeyjr,Blackberry Green Tea Frappuccino,Frappuccino+Beverages,2700,4/3/2008 4:53 PM,top,5.0,0.0018659275800473878,72,8,contributor,0
96675,Bebe13,PLEASE PLEASE OFFER Almond milk!!!,Coffee+%26+Espresso+Drinks,2700,9/20/2012 4:26 PM,top,10.0,0.0,0,-1,unknown,0
112286,sik51509,frapp friday,Frappuccino+Beverages,2700,5/9/2010 8:39 AM,top,35.0,0.0,0,-1,unknown,0
95151,r542406,$99 idea,Coffee+%26+Espresso+Drinks,2690,3/19/2008 2:51 PM,top,27.0,0.0,0,-1,unknown,0
108178,NancyL,Venti size......please,Coffee+%26+Espresso+Drinks,2690,10/14/2013 4:03 PM,top,5.0,0.0,0,-1,unknown,0
95441,fpalmer321,Grandfather Gold Card soy/syrup upgrades,Coffee+%26+Espresso+Drinks,2690,10/18/2012 8:44 AM,top,8.0,5.684620384752816e-09,35,42,contributor,0
91634,lisa_c,Coupons for hot chocolate,Tea+%26+Other+Drinks,2680,10/28/2013 7:53 PM,top,6.0,1.4303088213029292e-05,36,1,contributor,0
66982,daisy6,Allergen information,Food,2660,6/22/2008 7:18 AM,top,36.0,0.0,0,-1,unknown,0
22712,mochachocha,Who monitors this site?,Other+Involvement+Ideas,2660,3/30/2009 10:05 PM,top,9.0,0.0004291717851876833,11,1,contributor,0
112064,PiersonDavid,Mint Chocolate Chip Frappuccino,Frappuccino+Beverages,2650,7/29/2010 4:44 PM,top,20.0,0.0,0,-1,unknown,0
97755,Cbruzzo,Localize the music,Merchandise+%26+Music,2650,3/19/2008 6:59 AM,top,19.0,0.0,0,-1,unknown,0
115017,mom2knt,Diabetic Friendly Frapaccino,Frappuccino+Beverages,2640,11/20/2013 6:57 PM,top,9.0,0.0,0,-1,unknown,0
105487,beckylbranch,Dark Chocolate frapuccino,Coffee+%26+Espresso+Drinks,2640,4/7/2013 10:31 AM,top,2.0,0.0,0,-1,unknown,0
66087,erinverboom,Bring Back the Espresso Brownie!,Food,2620,11/19/2013 10:35 PM,top,8.0,0.0,0,-1,unknown,0
15403,xshawx,Starbucks Blackberry App?,Other+Experience+Ideas,2620,12/8/2009 10:50 PM,top,10.0,0.0,0,-1,unknown,0
112261,morningchai,Happy Hour vs Treat Receipt,Frappuccino+Beverages,2610,5/11/2010 10:48 PM,top,8.0,0.0,0,-1,unknown,0
92402,leslilynne,Brew Teavana Tea,Tea+%26+Other+Drinks,2610,10/15/2013 10:37 AM,top,19.0,0.0,0,-1,unknown,0
69750,macup,you need a claim . . .,Other+Product+Ideas,0,5/26/2008 3:03 AM,middle,0.0,0.0,0,-1,unknown,0
115773,annieandrewss,Cookies 'n Creme Frappuccino,Frappuccino+Beverages,0,5/25/2014 5:03 PM,middle,1.0,0.0,0,-1,unknown,0
21837,bunso,creditcard for everybody for limit of $50.00,Other+Involvement+Ideas,0,6/5/2008 6:12 AM,middle,0.0,0.0,0,-1,unknown,0
68977,Froogir,shoes,Other+Product+Ideas,0,4/10/2008 3:57 PM,middle,0.0,0.0,0,-1,unknown,0
109049,nanannwv,insulated cup wraps,Merchandise+%26+Music,0,11/20/2013 9:00 PM,middle,0.0,0.0,0,-1,unknown,0
68980,Goldskis,Handheld Coffee Heater,Other+Product+Ideas,0,4/10/2008 4:29 PM,middle,4.0,0.0,3,51,contributor,0
68983,verno1,Eco-Friendly Resuable Coffee Cup Insulators,Other+Product+Ideas,0,4/10/2008 6:04 PM,middle,0.0,0.0,0,-1,unknown,0
26082,wordgirl,Express Lane,"Ordering,+Payment+%26+Pick-Up",0,3/20/2008 4:03 PM,middle,0.0,0.0,0,-1,unknown,0
21836,marc1975,controversy about the logo Starbucks,Other+Involvement+Ideas,0,6/5/2008 4:37 AM,middle,1.0,0.0,0,-1,unknown,0
69722,bakhteri,flavored stir stick /spill plug,Other+Product+Ideas,0,6/2/2008 2:06 PM,middle,0.0,0.0,0,-1,unknown,0
21840,Tnias,New store,Other+Involvement+Ideas,0,6/5/2008 12:32 PM,middle,0.0,0.0,0,-1,unknown,0
69721,MJames,"""How To Get Arrested""",Other+Product+Ideas,0,6/2/2008 1:45 PM,middle,0.0,0.0,0,-1,unknown,0
60592,olliedog,Thai Latte and Pineapple Bran Muffins,Food,0,11/20/2013 10:56 PM,middle,0.0,0.0,0,-1,unknown,0
298,savespups,Caramel ribbon crunch frappuccino,Frappuccino+Beverages,0,3/26/2015 12:55 PM,middle,2.0,0.0,0,-1,unknown,0
69720,babyduck,Change up the cups - the way I see it,Other+Product+Ideas,0,6/2/2008 12:41 PM,middle,0.0,0.0,0,-1,unknown,0
21838,hope2all,Mentally Challenged Adults Discount,Other+Involvement+Ideas,0,6/5/2008 6:13 AM,middle,1.0,0.0,0,-1,unknown,0
21839,TCC,email,Other+Involvement+Ideas,0,6/5/2008 10:41 AM,middle,1.0,0.0,0,-1,unknown,0
60585,KayMarie,Candy,Food,0,11/21/2013 6:19 AM,middle,0.0,0.0,0,-1,unknown,0
26089,paulfrem,Frappuccino/Starbucks Delivery,"Ordering,+Payment+%26+Pick-Up",0,3/22/2008 5:51 PM,middle,1.0,0.0,0,-1,unknown,0
68976,pernille,Fair Trade and organic corner,Other+Product+Ideas,0,4/10/2008 3:45 PM,middle,0.0,0.0,0,-1,unknown,0
21831,johnw79,New Long Island Location,Other+Involvement+Ideas,0,6/4/2008 7:40 AM,middle,0.0,0.0,0,-1,unknown,0
21829,DNV,"Drink ""Jingle"" Contest",Other+Involvement+Ideas,0,6/3/2008 6:43 PM,middle,0.0,0.0,0,-1,unknown,0
109052,Benny2bucks,Starbucks air freshener,Merchandise+%26+Music,0,11/20/2013 9:13 PM,middle,0.0,0.0,0,-1,unknown,0
68973,NOFNATIK,EXPAND,Other+Product+Ideas,0,4/10/2008 2:51 PM,middle,0.0,0.0,0,-1,unknown,0
21825,dogathon,Marketing needs,Other+Involvement+Ideas,0,6/2/2008 8:58 PM,middle,0.0,0.0,0,-1,unknown,0
68972,microsof,Java Juices,Other+Product+Ideas,0,4/10/2008 2:51 PM,middle,0.0,0.0,0,-1,unknown,0
21823,danieljo,Preordering via Twitter,Other+Involvement+Ideas,0,6/2/2008 12:31 PM,middle,0.0,0.0,0,-1,unknown,0
21821,ohaley,Barrow,Other+Involvement+Ideas,0,6/1/2008 6:12 PM,middle,0.0,0.0,0,-1,unknown,0
21820,abelo,Helping Charity and building New Company Resourses,Other+Involvement+Ideas,0,6/1/2008 4:46 PM,middle,0.0,0.0,0,-1,unknown,0
109058,LoveYourWay,Merchandise Anyone,Merchandise+%26+Music,0,11/20/2013 9:28 PM,middle,0.0,0.0,0,-1,unknown,0
68969,AACOR,How about selling a Toddy Coffeemaker,Other+Product+Ideas,0,4/9/2008 2:40 PM,middle,0.0,0.0,0,-1,unknown,0
68967,ljdecaf,drinks for kids,Other+Product+Ideas,0,4/9/2008 8:34 AM,middle,1.0,0.0,0,-1,unknown,0
68964,ranizzle,A way for starbucks to increase profits,Other+Product+Ideas,0,4/5/2008 2:20 PM,middle,0.0,0.0,0,-1,unknown,0
68962,Dan8101,Designer or Novelty Reusable Cup Sleeves,Other+Product+Ideas,0,4/3/2008 10:15 AM,middle,0.0,0.0,0,-1,unknown,0
60594,jozane,Yogurt parfait,Food,0,11/24/2013 6:28 AM,middle,2.0,0.0,0,-1,unknown,0
2127,Brettlyj,Rawanda Sustainable Coffee Growers,Social+Responsibility,0,3/20/2008 9:03 AM,middle,0.0,0.0,0,-1,unknown,0
69749,mimimi,frappucinnos,Other+Product+Ideas,0,5/25/2008 5:19 PM,middle,0.0,0.0,0,-1,unknown,0
26043,williestar,have stevia available,Other+Involvement+Ideas,0,11/21/2013 10:37 AM,middle,1.0,0.0,0,-1,unknown,0
109041,lisastockel,Locals mugs,Merchandise+%26+Music,0,11/20/2013 8:48 PM,middle,0.0,0.0,0,-1,unknown,0
68993,Gunth,Hot Drink Cups,Other+Product+Ideas,0,4/10/2008 9:46 AM,middle,0.0,0.0,0,-1,unknown,0
21847,senja,greeting on main page,Other+Involvement+Ideas,0,5/28/2008 5:48 PM,middle,0.0,0.0,0,-1,unknown,0
2122,zoomguy,Zoom One Hour  Teeth Whitening $369 - discount for all Starbucks Customers,Social+Responsibility,0,3/20/2008 7:27 AM,middle,0.0,0.0,0,-1,unknown,0
64204,bkh,Savory Scones,Food,0,8/29/2010 3:34 PM,middle,6.0,0.0,0,-1,unknown,0
60613,latour1950,Bring back the cinnamon scone!!!!,Food,0,4/1/2014 2:51 PM,middle,0.0,0.0,0,-1,unknown,0
106451,blablue,Recycling in a new way!,Merchandise+%26+Music,0,8/16/2011 4:50 PM,middle,0.0,0.0,0,-1,unknown,0
26071,valleculinary,Milk for lactoce intorerante people,Other+Involvement+Ideas,0,12/19/2013 9:13 AM,middle,0.0,0.0,0,-1,unknown,0
12565,ryan21,My Starbucks Story,Other+Experience+Ideas,0,5/10/2008 5:45 PM,middle,0.0,0.0,0,-1,unknown,0
69703,Kozy,Upgrading Stores,Other+Product+Ideas,0,5/28/2008 7:53 PM,middle,0.0,0.0,0,-1,unknown,0
60618,sleepycoffee,Bring back maple nut scones !!,Food,0,11/21/2013 8:29 AM,middle,0.0,0.0,0,-1,unknown,0
21849,dbech1,Renewable Energy Idea,Other+Involvement+Ideas,0,5/28/2008 9:33 PM,middle,0.0,0.0,0,-1,unknown,0
69702,BroDan,V.P. Marketing,Other+Product+Ideas,0,5/28/2008 12:57 PM,middle,0.0,0.0,0,-1,unknown,0
60620,spike2396,New salad options. (Asian chicken salad),Food,0,7/2/2014 3:59 PM,middle,2.0,0.0,0,-1,unknown,0
68991,darcher,unique coffee with a unique sandwhich,Other+Product+Ideas,0,4/10/2008 7:26 PM,middle,0.0,0.0,0,-1,unknown,0
68989,burandt5,Sirena  steam handle,Other+Product+Ideas,0,4/10/2008 7:42 PM,middle,0.0,0.0,0,-1,unknown,0
68987,ExcelUS,Advertising Slogan,Other+Product+Ideas,0,4/10/2008 6:20 PM,middle,0.0,0.0,0,-1,unknown,0
68986,katkrze,antennae toppers,Other+Product+Ideas,0,4/10/2008 5:48 PM,middle,0.0,0.0,0,-1,unknown,0
26061,robinnosral,Provide user friendly avenue to unexpected returns,Other+Involvement+Ideas,0,3/9/2013 5:05 AM,middle,0.0,0.0,0,-1,unknown,0
26062,CluvsSBUX,Gift card for shareholders!,Other+Involvement+Ideas,0,11/21/2013 8:05 AM,middle,0.0,0.0,0,-1,unknown,0
21844,mav2000,I would love a National map!!,Other+Involvement+Ideas,0,6/5/2008 4:34 PM,middle,0.0,0.0,0,-1,unknown,0
68985,Samir,"Cheaper Price ""If you make your own Coffee""",Other+Product+Ideas,0,4/10/2008 5:34 PM,middle,0.0,0.0,0,-1,unknown,0
