suggestionId,author,title,category,votes,timestamp,segment,n_comments,author_bt,author_comm,author_role,success,log_comments,bt_z
77951,DORKO135,High Fructose Corn Syrup needs to go. Cane sugar is the way to go.,Other+Product+Ideas,3970,2013-09-04 20:59:00,top,17.0,9.92374686428687e-07,0.0,client,0,2.8903717578961645,-0.6229782005828363
83444,CustIdea0001,Smoothie idea,Tea+%26+Other+Drinks,3950,2008-03-18 15:21:00,top,48.0,0.003066686037294412,9.0,contributor,0,3.8918202981106265,-0.5823312281619609
108175,trw5099,Coconut,Coffee+%26+Espresso+Drinks,3910,2014-02-26 19:38:00,top,4.0,,,,0,1.6094379124341003,
49992,FrappGrl,Treat Receipts or other incentives applied to card,Starbucks+Card,3890,2014-10-27 02:11:00,top,12.0,,,,0,2.5649493574615367,
98238,BrianM,Starbucks Canvas Shopping Bags,Merchandise+%26+Music,3880,2008-04-04 08:52:00,top,9.0,,,,0,2.302585092994046,
94243,Steve2,Please do not go into the wine business!,Coffee+%26+Espresso+Drinks,3880,2010-06-25 06:16:00,top,50.0,0.008658611255535985,0.0,contributor,0,3.9318256327243257,-0.5081898248972578
111283,Metcons,Products NOT made in China,Merchandise+%26+Music,3870,2012-08-21 07:56:00,top,27.0,,,,0,3.332204510175204,
28074,CustIdea0001,Drink of the month and giving to charity,Building+Community,3860,2008-03-18 15:21:00,top,34.0,0.003066686037294412,9.0,contributor,0,3.5553480614894135,-0.5823312281619609
111272,she123,Use rewards for rewards-only cup or mug,Merchandise+%26+Music,3860,2013-11-20 19:02:00,top,18.0,,,,0,2.9444389791664403,
58466,Jonnylaw,"""Pour Drains"" in the Fixin' Stations",Atmosphere+%26+Locations,3850,2011-06-11 15:17:00,top,14.0,,,,0,2.70805020110221,
83446,CustIdea0001,Keep going with lowfat options!,Tea+%26+Other+Drinks,3840,2008-03-18 15:21:00,top,20.0,0.003066686037294412,9.0,contributor,0,3.044522437723423,-0.5823312281619609
93041,evadare,$2.99 drinks,Coffee+%26+Espresso+Drinks,3830,2009-12-08 10:48:00,top,7.0,,,,0,2.0794415416798357,
78290,cfurrun,Offer almond or coconut milk as a non dairy alternative,Other+Product+Ideas,3810,2013-07-31 21:12:00,top,50.0,,,,0,3.9318256327243257,
92438,bab1883,"Honor the ""tea"" drinkers and have a day just for them",Tea+%26+Other+Drinks,3800,2010-12-18 06:27:00,top,21.0,,,,0,3.091042453358316,
45817,claywings,SOY Sad! :(,Starbucks+Card,3790,2012-09-18 12:42:00,top,16.0,,,,0,2.833213344056216,
2368,audreym6,Better incentives for personal mugs,Social+Responsibility,3750,2008-03-27 13:08:00,top,30.0,,,,0,3.4339872044851463,
18800,javajavajava,Make Free WiFi very simple to use,Other+Experience+Ideas,3730,2009-12-06 12:20:00,top,22.0,,,,0,3.1354942159291497,
82247,markasmith,Speedy way to order a favorite drink,New+Technology,3730,2012-06-10 19:05:00,top,24.0,,,,0,3.2188758248682006,
58429,DnD,Allow my card to be used at Barnes & Noble Starbucks store,Atmosphere+%26+Locations,3730,2010-12-21 13:40:00,top,8.0,,,,0,2.1972245773362196,
78291,Coffeemum2,More Coupons Please!,Other+Product+Ideas,3710,2011-07-29 18:31:00,top,17.0,0.006568321901349559,0.0,contributor,0,2.8903717578961645,-0.5359042488031958
49443,hudtex,Reward Star Per Drink,Starbucks+Card,3710,2013-11-20 18:30:00,top,0.0,2.373715039937291e-06,28.0,client,0,0.0,-0.622959885868637
10596,kbgrissom,Extra star for personal cup use,Social+Responsibility,3710,2014-02-01 13:40:00,top,38.0,,,,0,3.6635616461296463,
3731,aedjones,Go green!,Social+Responsibility,3700,2008-06-24 18:53:00,top,20.0,,,,0,3.044522437723423,
58350,BuenosAires,I'd love to have a formalized 'Shout-Out' for the employees when they give excellent customer service!,Atmosphere+%26+Locations,3680,2010-08-10 18:33:00,top,16.0,,,,0,2.833213344056216,
78338,CaptJack,Recycle coffee sleeve into stamp card!,Other+Product+Ideas,3670,2008-03-19 13:33:00,top,19.0,,,,0,2.995732273553991,
31435,DanielaIorli,Student Discounts,"Ordering,+Payment+%26+Pick-Up",3670,2010-03-02 14:57:00,top,28.0,,,,0,3.367295829986474,
45624,thebestbunny,GIVE ME BACK MY FREE SOY MILK,Starbucks+Card,3640,2012-09-18 09:41:00,top,2.0,,,,0,1.0986122886681098,
112128,PSI,Happy Hour Frap Again,Frappuccino+Beverages,3640,2010-06-22 09:16:00,top,21.0,,,,0,3.091042453358316,
46374,DonnaO,Stars Should be Earned Per Drink Not Per Transaction,Starbucks+Card,3630,2013-01-31 12:53:00,top,8.0,,,,0,2.1972245773362196,
166,teachrunning,Free treat after 10 purchased,Food,3630,2011-08-09 19:12:00,top,4.0,,,,0,1.6094379124341003,
116509,ZC121,Create specialty drinks for Diabeitc customers,Frappuccino+Beverages,3620,2011-06-24 08:45:00,top,25.0,,,,0,3.258096538021482,
3069,mokigirl,"PLEASE ask customers if they would prefer their drink ""for here or to go""",Social+Responsibility,3600,2008-04-19 12:16:00,top,28.0,,,,0,3.367295829986474,
45557,jodys,"Bad move, Starbucks",Starbucks+Card,3600,2012-09-18 09:27:00,top,5.0,,,,0,1.791759469228055,
63897,javalover33,More healthy menu items,Food,3590,2010-06-24 13:46:00,top,50.0,,,,0,3.9318256327243257,
44357,ModernRock,Bonus for refilling your Starbucks Card,Starbucks+Card,3580,2009-11-24 07:55:00,top,12.0,,,,0,2.5649493574615367,
116309,annabanana89,More BOGO (buy one get one) deals and more happy hour,Frappuccino+Beverages,3570,2013-11-20 18:36:00,top,2.0,,,,0,1.0986122886681098,
68147,Tsolum,Food changes at Starbucks,Food,3570,2013-08-18 15:13:00,top,21.0,,,,0,3.091042453358316,
47354,qsouz99,A free reward when you hit gold status,Starbucks+Card,3530,2013-08-05 10:30:00,top,21.0,,,,0,3.091042453358316,
42215,Gabou,Small starbucks card for key chain,"Ordering,+Payment+%26+Pick-Up",3530,2012-11-20 05:37:00,top,20.0,,,,0,3.044522437723423,
92439,chaifreak,Sugar free chai tea!,Tea+%26+Other+Drinks,3520,2013-06-06 03:34:00,top,30.0,,,,0,3.4339872044851463,
10643,PersonalCup,Brew Directly Into Personal Cup,Social+Responsibility,3520,2009-05-21 07:15:00,top,43.0,,,,0,3.784189633918261,
10498,carguysm,Larger Discount for Personal Cup,Social+Responsibility,3520,2013-08-14 20:06:00,top,7.0,,,,0,2.0794415416798357,
65954,DC16,Bring Back Pumpkin Bread and the other old favorites,Food,3520,2013-10-20 13:00:00,top,14.0,,,,0,2.70805020110221,
42331,jakishere,SBUX card is practically useless w/o free soy and syrup.,"Ordering,+Payment+%26+Pick-Up",3510,2012-09-18 18:16:00,top,10.0,,,,0,2.3978952727983707,
58770,NatLaugh,MORE SEATING LESS RETAIL,Atmosphere+%26+Locations,3470,2008-04-07 10:35:00,top,20.0,,,,0,3.044522437723423,
107664,lytlee,milk alternatives,Coffee+%26+Espresso+Drinks,3450,2013-07-11 04:45:00,top,13.0,,,,0,2.6390573296152584,
116326,starkbck,Sugarfree Frappuccino,Frappuccino+Beverages,3450,2008-03-19 13:13:00,top,29.0,0.0,10.0,contributor,0,3.4011973816621555,-0.6229913581357263
111018,elsmd,Sell merchandise made in the USA,Merchandise+%26+Music,3430,2012-12-21 15:19:00,top,8.0,,,,0,2.1972245773362196,
58554,debbiejf,Bring back seating!!!,Atmosphere+%26+Locations,3390,2013-04-05 13:59:00,top,13.0,3.87800235661097e-07,7.0,client,0,2.6390573296152584,-0.6229862164264695
108162,sunflowersue30,Gold card perks,Coffee+%26+Espresso+Drinks,3390,2013-11-20 18:54:00,top,2.0,,,,0,1.0986122886681098,
63954,rkymtgirl8,"Gluten free, sugar free, dairy free, vegan, organic, raw 16,944 thumbs up",Food,3380,2011-03-11 11:59:00,top,16.0,,,,0,2.833213344056216,
30163,ASP317,Sanitation,"Ordering,+Payment+%26+Pick-Up",3370,2008-10-17 10:41:00,top,14.0,,,,0,2.70805020110221,
105896,issaellen,Free Drink with Purchase of Reusable Cup,Merchandise+%26+Music,3360,2011-07-19 15:24:00,top,34.0,0.0013161650404271467,19.0,contributor,0,3.5553480614894135,-0.6055407808807073
111526,emacs,Sell products made in USA,Merchandise+%26+Music,3360,2012-09-16 19:42:00,top,4.0,,,,0,1.6094379124341003,
111073,d1nonly,Venti reusable cups,Merchandise+%26+Music,3360,2013-11-17 10:01:00,top,21.0,,,,0,3.091042453358316,
42301,jenninGA,Stars for Survey Participation,"Ordering,+Payment+%26+Pick-Up",3350,2014-01-23 07:00:00,top,25.0,,,,0,3.258096538021482,
43954,sunpelic,Free Birthday Drink at Instant,Starbucks+Card,3350,2010-10-14 20:26:00,top,10.0,,,,0,2.3978952727983707,
88160,RKC2010,Charge by the number of tea bags not the size of the drink,Tea+%26+Other+Drinks,3320,2012-01-07 21:45:00,top,25.0,,,,0,3.258096538021482,
97952,xpelled,cups artwork,Merchandise+%26+Music,3310,2008-03-22 07:18:00,top,49.0,5.677167100709412e-06,26.0,client,0,3.912023005428146,-0.6229160865398112
57361,r_rachelle,Less franchisees that claim to be Starbucks but do not operate the same as Starbucks!,Atmosphere+%26+Locations,3310,2013-11-14 04:11:00,top,29.0,,,,0,3.4011973816621555,
107846,CORVETTELYN,Discount when you add dollars onto you gold card,Coffee+%26+Espresso+Drinks,3300,2013-11-20 18:29:00,top,0.0,,,,0,0.0,
111738,Court76,Dark Chocolate Frappuccino,Frappuccino+Beverages,3300,2008-03-21 11:53:00,top,9.0,1.0994274418554454e-08,10.0,client,0,2.302585092994046,-0.6229912123664426
67227,Wombat42,"Clearly Marked Vegan, Non-Dairy and Allergy Safe Baked Goods",Food,3290,2008-03-24 08:31:00,top,15.0,,,,0,2.772588722239781,
42217,TheKwan,"Online menu with full list of customization/terms, plus suggestions on how to order like a barista to increase efficiency in ordering","Ordering,+Payment+%26+Pick-Up",3290,2010-08-17 00:27:00,top,12.0,0.0,39.0,client,0,2.5649493574615367,-0.6229913581357263
46430,sunjester,Display free rewards on the register,Starbucks+Card,3270,2012-11-12 12:33:00,top,1.0,,,,0,0.6931471805599453,
77612,Bouv2Max,Starbucks & Bawls. A Wonderful Combination!,Other+Product+Ideas,3260,2008-04-22 21:04:00,top,50.0,,,,0,3.9318256327243257,
90110,brodes,rewards card,Tea+%26+Other+Drinks,3240,2008-07-23 12:43:00,top,18.0,,,,0,2.9444389791664403,
114437,emilie_dance,Mocha Peanut Butter Cup Frappuccino,Frappuccino+Beverages,3220,2013-05-09 04:01:00,top,19.0,,,,0,2.995732273553991,
78293,Organic,Organic Coffee,Other+Product+Ideas,3210,2008-03-19 12:12:00,top,5.0,,,,0,1.791759469228055,
83388,Sandler,Organic drink options,Tea+%26+Other+Drinks,3200,2008-03-24 15:17:00,top,49.0,,,,0,3.912023005428146,
95307,snikle1021,Losing the competitive edge by eliminating free soy/syrup,Coffee+%26+Espresso+Drinks,3180,2012-09-18 20:35:00,top,2.0,,,,0,1.0986122886681098,
103496,Jadora1,Make your iced venti tumblers 24oz,Merchandise+%26+Music,3170,2009-08-24 06:10:00,top,41.0,,,,0,3.7376696182833684,
46308,tgurnett,Free Sample Offer email,Starbucks+Card,3170,2010-09-30 16:13:00,top,30.0,8.991671768662268e-05,0.0,client,0,3.4339872044851463,-0.6217991834613413
103046,malary1554555,Peanut butter latte!! Or any peanut butter beverage...,Coffee+%26+Espresso+Drinks,3150,2010-04-01 13:46:00,top,16.0,,,,0,2.833213344056216,
39199,sabfsu,Group Order Form!,"Ordering,+Payment+%26+Pick-Up",3140,2008-04-21 19:35:00,top,11.0,,,,0,2.4849066497880004,
82802,bjornlarson,Survey Reward: Add $1 to a registered Starbucks card when survey is completed,New+Technology,3140,2012-07-17 05:24:00,top,18.0,,,,0,2.9444389791664403,
62527,khanefeld,unsold pastries donated to local homeless shelter/soup kitchen,Food,3130,2009-11-18 19:02:00,top,15.0,0.0,60.0,client,0,2.772588722239781,-0.6229913581357263
92306,portillo,Dark chocolate beverages,Tea+%26+Other+Drinks,3110,2013-03-20 06:44:00,top,1.0,,,,0,0.6931471805599453,
91732,EllieU17,More Tea!,Tea+%26+Other+Drinks,3100,2012-03-16 03:07:00,top,9.0,,,,0,2.302585092994046,
45813,Venida,Keep soymilk & syrups free!!,Starbucks+Card,3100,2012-09-22 17:19:00,top,17.0,,,,0,2.8903717578961645,
95216,Boo2u,KEEP the SYRUPS!!!!!,Coffee+%26+Espresso+Drinks,3100,2012-09-18 08:14:00,top,9.0,,,,0,2.302585092994046,
44468,jetlagpam,Make Golds more special!,Starbucks+Card,3090,2010-07-02 11:04:00,top,28.0,,,,0,3.367295829986474,
108181,DWAbernathy,milk alternatives,Coffee+%26+Espresso+Drinks,3090,2014-02-14 07:53:00,top,22.0,,,,0,3.1354942159291497,
58790,MAXALAXA,HOOKS IN RESTROOMS .... STATUS?,Atmosphere+%26+Locations,3080,2013-09-24 15:04:00,top,49.0,,,,0,3.912023005428146,
45091,grahamb,Gold Card Free Drink Size Upgrade,Starbucks+Card,3080,2010-03-10 10:14:00,top,2.0,,,,0,1.0986122886681098,
110049,mhill95,"If you spend $20 for an insulated cup, why not fill it.",Merchandise+%26+Music,3070,2012-06-29 20:33:00,top,12.0,,,,0,2.5649493574615367,
29107,lawber,Why is it complicated?,"Ordering,+Payment+%26+Pick-Up",3060,2008-04-30 21:49:00,top,49.0,,,,0,3.912023005428146,
65269,Joazz,Better food options for diabetics,Food,3060,2011-02-17 15:59:00,top,13.0,,,,0,2.6390573296152584,
47249,coffeecrazy101,WHY TAKE AWAY ALL THE GOOD STARBUCKS *REWARDS*?!,Starbucks+Card,3060,2012-09-28 20:35:00,top,19.0,,,,0,2.995732273553991,
46293,QFA380,"Reward Customers Fairly - Stars Per Item, Not Per Transaction",Starbucks+Card,3060,2013-03-28 09:59:00,top,32.0,0.0,0.0,contributor,0,3.4965075614664802,-0.6229913581357263
10636,ohpetal,Don't throw away a disposable cup each time you bring in a reusable cup!,Social+Responsibility,3040,2011-05-15 13:34:00,top,20.0,,,,0,3.044522437723423,
107847,caffieneluv,Dark Chocolate Espresso Drink,Coffee+%26+Espresso+Drinks,3040,2013-11-20 18:25:00,top,3.0,,,,0,1.3862943611198906,
61441,Boiseen,Hummus Pack,Food,3030,2011-05-04 20:32:00,top,22.0,,,,0,3.1354942159291497,
83104,fixthis,Allow people to mark ideas as duplicates,New+Technology,3030,2011-08-09 11:16:00,top,12.0,,,,0,2.5649493574615367,
116496,beavervalley,"PLEASE PLEASE Starbucks, some new flavors for your Frappuccinos so tired of the old ones.",Frappuccino+Beverages,3030,2013-03-20 11:30:00,top,19.0,,,,0,2.995732273553991,
93495,Destelle,Sugar-free/low-cal options,Coffee+%26+Espresso+Drinks,3030,2009-12-21 06:20:00,top,12.0,,,,0,2.5649493574615367,
107849,jeremiahstingl,Free extra shot upgrade with gold card,Coffee+%26+Espresso+Drinks,3020,2013-11-20 20:09:00,top,1.0,,,,0,0.6931471805599453,
111737,trwart,Banana coconut Frappuccino,Frappuccino+Beverages,3020,2008-04-06 11:46:00,top,17.0,,,,0,2.8903717578961645,
10996,HvMyShft,HaveMyShift.com - Work Flexibly. Live Hapily.,Other+Experience+Ideas,3000,2008-03-20 12:18:00,top,35.0,4.5189295299368395e-06,10.0,client,0,3.58351893845611,-0.6229314432113437
107390,VAMPESS7,Do not charge Gold Members for syrups,Coffee+%26+Espresso+Drinks,3000,2013-11-20 21:00:00,top,6.0,,,,0,1.9459101490553132,
98069,orwell88,apparel,Merchandise+%26+Music,2980,2008-03-19 12:56:00,top,17.0,,,,0,2.8903717578961645,
64600,KatB,Bring back the chocolate croissant,Food,2980,2010-07-22 11:39:00,top,10.0,2.641932304957299e-06,0.0,client,0,2.3978952727983707,-0.6229563296686464
46297,cherrybomb2727,free drink on anniversary date of becoming gold card memeber,Starbucks+Card,2970,2013-03-21 09:47:00,top,4.0,,,,0,1.6094379124341003,
90997,latte2you,sugarfree Iced Via coffee packets,Tea+%26+Other+Drinks,2970,2011-08-09 10:12:00,top,0.0,,,,0,0.0,
49984,mrg1973,"More stars based on purchases, not number if orders",Starbucks+Card,2970,2014-10-11 19:28:00,top,28.0,,,,0,3.367295829986474,
47236,Nick14902,Don't Let Gold Card Rewards Expire,Starbucks+Card,2960,2013-04-03 16:39:00,top,10.0,0.0,3.0,contributor,0,2.3978952727983707,-0.6229913581357263
59256,Sasha43,Promote Afternoon Teatime at Starbucks,Atmosphere+%26+Locations,2960,2010-03-05 10:48:00,top,1.0,,,,0,0.6931471805599453,
6761,Sheman,Diaper changeing tables in the bathrooms,Social+Responsibility,2930,2011-05-05 11:01:00,top,0.0,,,,0,0.0,
102833,ccantieri,Dark chocolate mocha in stores,Coffee+%26+Espresso+Drinks,2900,2012-04-09 06:19:00,top,6.0,,,,0,1.9459101490553132,
43978,annestarbucks,"If you get more than 30 stars a year, have the free drink be every 10 drinks",Starbucks+Card,2900,2011-04-19 20:13:00,top,17.0,,,,0,2.8903717578961645,
107623,lovingsbucks20,Coconut Milk Option,Coffee+%26+Espresso+Drinks,2890,2013-11-14 16:37:00,top,6.0,,,,0,1.9459101490553132,
67957,missbssy,At least One Excellent Low-Carb food item,Food,2890,2008-03-19 20:28:00,top,16.0,,,,0,2.833213344056216,
111735,SirMark,NO SUGAR ADDED Whipped Cream- Why not?,Frappuccino+Beverages,2890,2010-07-06 22:06:00,top,50.0,0.02449644319529044,0.0,contributor,0,3.9318256327243257,-0.29820148656014805
105205,MarkDavid,Don't Change The Logo!!,Merchandise+%26+Music,2880,2011-01-05 11:53:00,top,50.0,0.00010029274024660252,0.0,contributor,0,3.9318256327243257,-0.6216616113653495
40336,RCompton87,Customizable Starbucks Card,Starbucks+Card,2880,2011-10-05 00:27:00,top,9.0,,,,0,2.302585092994046,
67617,abug,Gluten free/ dairy free options,Food,2880,2013-08-20 15:23:00,top,11.0,4.597774612975834e-06,3.0,client,0,2.4849066497880004,-0.6229303978316456
42304,alanisfuzzy,Rewards program is a joke w/o free syrup and soy choices,"Ordering,+Payment+%26+Pick-Up",2870,2012-09-18 14:12:00,top,18.0,,,,0,2.9444389791664403,
92099,mselenica,To make the Peach Green Tea Lemonade non-seasonal,Tea+%26+Other+Drinks,2870,2013-08-30 22:21:00,top,9.0,,,,0,2.302585092994046,
26332,cofesnob,"Three Words: Small, Medium, Large","Ordering,+Payment+%26+Pick-Up",2860,2008-03-19 20:12:00,top,50.0,1.907009745174659e-06,9.0,client,0,3.9318256327243257,-0.622966073752794
44181,irishone,Starbucks Card Loaded with your top three beverages,Starbucks+Card,2860,2010-07-30 16:12:00,top,11.0,,,,0,2.4849066497880004,
91733,Contained,Discounts for non coffee drinks,Tea+%26+Other+Drinks,2860,2013-11-12 12:25:00,top,11.0,,,,0,2.4849066497880004,
39226,PhotoGraphicGr,Favorite Beverage Ordering Code,"Ordering,+Payment+%26+Pick-Up",2860,2012-05-04 11:12:00,top,27.0,0.0,29.0,contributor,0,3.332204510175204,-0.6229913581357263
58817,ColsWestSB,Temperature - Too Cold,Atmosphere+%26+Locations,2860,2009-11-14 10:08:00,top,12.0,,,,0,2.5649493574615367,
58771,truenorthblond,Train Your Staff about the refill policy,Atmosphere+%26+Locations,2850,2013-10-26 19:45:00,top,31.0,0.0009580040017083811,25.0,contributor,0,3.4657359027997265,-0.6102895142719781
73341,pmww2486,Starbucks Flavored Via Muffins,Other+Product+Ideas,2820,2010-11-03 16:02:00,top,49.0,0.0,30.0,contributor,0,3.912023005428146,-0.6229913581357263
116308,lovehotcocoa,BRING BACK MOCHA COOKIE CRUMBLE FRAPPUCCINO,Frappuccino+Beverages,2820,2013-11-20 18:15:00,top,16.0,,,,0,2.833213344056216,
45035,CoffeeAAA,No Card use at the Other Non-Starbuck Stores,Starbucks+Card,2810,2010-03-11 08:48:00,top,19.0,,,,0,2.995732273553991,
111197,WeB3LI3Ve,Discount on personal cups,Merchandise+%26+Music,2810,2011-04-22 13:27:00,top,20.0,,,,0,3.044522437723423,
67071,SFirmin,Gluten Free & Dairy Free items,Food,2790,2012-12-08 08:20:00,top,19.0,,,,0,2.995732273553991,
40325,gotogirlclt,Awkward:  NONE of the Starbucks employees (anywhere I've gone across the country) seem to know it is a free TALL BEVERAGE with the purchase of a bag of beans for gold card members.,Starbucks+Card,2790,2011-09-18 08:45:00,top,30.0,,,,0,3.4339872044851463,
116297,starbackscrazy,Have mocha-coconut frappuccino all year round,Frappuccino+Beverages,2780,2013-03-22 12:31:00,top,12.0,,,,0,2.5649493574615367,
95168,kstahl,Loss of Benefits,Coffee+%26+Espresso+Drinks,2780,2012-09-19 05:06:00,top,6.0,,,,0,1.9459101490553132,
78166,sequinsupreme,more than 10 discount for bringing Reusable Cup,Other+Product+Ideas,2780,2014-02-11 20:59:00,top,14.0,,,,0,2.70805020110221,
44534,holmesr1,Starbucks needs to stop glossing over the fact that their new program stinks,Starbucks+Card,2770,2010-01-26 13:19:00,top,5.0,6.847533335121967e-05,40.0,client,0,1.791759469228055,-0.6220834673636687
92152,PinkCadillac,Include chai latte in your promos for BOGO,Tea+%26+Other+Drinks,2760,2013-11-20 19:32:00,top,3.0,2.1989923112180283e-07,27.0,client,0,1.3862943611198906,-0.6229884425678429
44749,historygirl,Rewards Program for Members,Starbucks+Card,2750,2010-09-30 17:21:00,top,6.0,8.991671768662268e-05,0.0,client,0,1.9459101490553132,-0.6217991834613413
92301,quang0,Bring back the old tea prices!,Tea+%26+Other+Drinks,2750,2010-01-14 18:18:00,top,26.0,,,,0,3.295836866004329,
46280,BA10,Always redeem the oldest reward coupon first,Starbucks+Card,2750,2012-12-04 17:17:00,top,14.0,,,,0,2.70805020110221,
94896,Ennoid,Gold members get a free shot,Coffee+%26+Espresso+Drinks,2750,2012-08-19 20:01:00,top,0.0,,,,0,0.0,
64340,coffeecrazy101,Gluten- & dairy-free food options?,Food,2750,2012-09-28 20:39:00,top,15.0,,,,0,2.772588722239781,
109118,mln221,Bring back original city mugs!,Merchandise+%26+Music,2720,2013-11-20 18:30:00,top,21.0,,,,0,3.091042453358316,
58789,orangenj,Don't play Christmas music until Thanksgiving Day,Atmosphere+%26+Locations,2720,2011-11-16 15:16:00,top,11.0,,,,0,2.4849066497880004,
46302,dmrn,longer expiry for rewards,Starbucks+Card,2720,2013-03-18 10:12:00,top,10.0,,,,0,2.3978952727983707,
15601,justinflood,Bring back that old Starbucks coffee house atmosphere!,Other+Experience+Ideas,2710,2010-06-11 07:40:00,top,39.0,0.0,0.0,contributor,0,3.6888794541139363,-0.6229913581357263
107856,momtojm,New Soy Milk is disgusting...please bring back silk!,Coffee+%26+Espresso+Drinks,2710,2009-01-10 12:20:00,top,42.0,,,,0,3.7612001156935624,
58928,highroad,A coffee bar,Atmosphere+%26+Locations,2710,2008-03-19 13:05:00,top,11.0,,,,0,2.4849066497880004,
111739,wildeyjr,Blackberry Green Tea Frappuccino,Frappuccino+Beverages,2700,2008-04-03 16:53:00,top,5.0,0.0018659275800473878,10.0,contributor,0,1.791759469228055,-0.5982516694282067
96675,Bebe13,PLEASE PLEASE OFFER Almond milk!!!,Coffee+%26+Espresso+Drinks,2700,2012-09-20 16:26:00,top,10.0,,,,0,2.3978952727983707,
112286,sik51509,frapp friday,Frappuccino+Beverages,2700,2010-05-09 08:39:00,top,35.0,,,,0,3.58351893845611,
95151,r542406,$99 idea,Coffee+%26+Espresso+Drinks,2690,2008-03-19 14:51:00,top,27.0,,,,0,3.332204510175204,
108178,NancyL,Venti size......please,Coffee+%26+Espresso+Drinks,2690,2013-10-14 16:03:00,top,5.0,,,,0,1.791759469228055,
95441,fpalmer321,Grandfather Gold Card soy/syrup upgrades,Coffee+%26+Espresso+Drinks,2690,2012-10-18 08:44:00,top,8.0,5.684620384752816e-09,44.0,client,0,2.1972245773362196,-0.6229912827653099
91634,lisa_c,Coupons for hot chocolate,Tea+%26+Other+Drinks,2680,2013-10-28 19:53:00,top,6.0,1.4303088213029292e-05,0.0,client,0,1.9459101490553132,-0.6228017184338802
66982,daisy6,Allergen information,Food,2660,2008-06-22 07:18:00,top,36.0,,,,0,3.6109179126442243,
22712,mochachocha,Who monitors this site?,Other+Involvement+Ideas,2660,2009-03-30 22:05:00,top,9.0,0.0004291717851876833,7.0,contributor,0,2.302585092994046,-0.6173011178063968
112064,PiersonDavid,Mint Chocolate Chip Frappuccino,Frappuccino+Beverages,2650,2010-07-29 16:44:00,top,20.0,,,,0,3.044522437723423,
97755,Cbruzzo,Localize the music,Merchandise+%26+Music,2650,2008-03-19 06:59:00,top,19.0,,,,0,2.995732273553991,
115017,mom2knt,Diabetic Friendly Frapaccino,Frappuccino+Beverages,2640,2013-11-20 18:57:00,top,9.0,,,,0,2.302585092994046,
105487,beckylbranch,Dark Chocolate frapuccino,Coffee+%26+Espresso+Drinks,2640,2013-04-07 10:31:00,top,2.0,,,,0,1.0986122886681098,
66087,erinverboom,Bring Back the Espresso Brownie!,Food,2620,2013-11-19 22:35:00,top,8.0,,,,0,2.1972245773362196,
15403,xshawx,Starbucks Blackberry App?,Other+Experience+Ideas,2620,2009-12-08 22:50:00,top,10.0,,,,0,2.3978952727983707,
112261,morningchai,Happy Hour vs Treat Receipt,Frappuccino+Beverages,2610,2010-05-11 22:48:00,top,8.0,,,,0,2.1972245773362196,
92402,leslilynne,Brew Teavana Tea,Tea+%26+Other+Drinks,2610,2013-10-15 10:37:00,top,19.0,,,,0,2.995732273553991,
69750,macup,you need a claim . . .,Other+Product+Ideas,0,2008-05-26 03:03:00,middle,0.0,,,,0,0.0,
115773,annieandrewss,Cookies 'n Creme Frappuccino,Frappuccino+Beverages,0,2014-05-25 17:03:00,middle,1.0,,,,0,0.6931471805599453,
21837,bunso,creditcard for everybody for limit of $50.00,Other+Involvement+Ideas,0,2008-06-05 06:12:00,middle,0.0,,,,0,0.0,
68977,Froogir,shoes,Other+Product+Ideas,0,2008-04-10 15:57:00,middle,0.0,,,,0,0.0,
109049,nanannwv,insulated cup wraps,Merchandise+%26+Music,0,2013-11-20 21:00:00,middle,0.0,,,,0,0.0,
68980,Goldskis,Handheld Coffee Heater,Other+Product+Ideas,0,2008-04-10 16:29:00,middle,4.0,0.0,51.0,contributor,0,1.6094379124341003,-0.6229913581357263
68983,verno1,Eco-Friendly Resuable Coffee Cup Insulators,Other+Product+Ideas,0,2008-04-10 18:04:00,middle,0.0,,,,0,0.0,
26082,wordgirl,Express Lane,"Ordering,+Payment+%26+Pick-Up",0,2008-03-20 16:03:00,middle,0.0,,,,0,0.0,
21836,marc1975,controversy about the logo Starbucks,Other+Involvement+Ideas,0,2008-06-05 04:37:00,middle,1.0,,,,0,0.6931471805599453,
69722,bakhteri,flavored stir stick /spill plug,Other+Product+Ideas,0,2008-06-02 14:06:00,middle,0.0,,,,0,0.0,
21840,Tnias,New store,Other+Involvement+Ideas,0,2008-06-05 12:32:00,middle,0.0,,,,0,0.0,
69721,MJames,"""How To Get Arrested""",Other+Product+Ideas,0,2008-06-02 13:45:00,middle,0.0,,,,0,0.0,
60592,olliedog,Thai Latte and Pineapple Bran Muffins,Food,0,2013-11-20 22:56:00,middle,0.0,,,,0,0.0,
298,savespups,Caramel ribbon crunch frappuccino,Frappuccino+Beverages,0,2015-03-26 12:55:00,middle,2.0,,,,0,1.0986122886681098,
69720,babyduck,Change up the cups - the way I see it,Other+Product+Ideas,0,2008-06-02 12:41:00,middle,0.0,,,,0,0.0,
21838,hope2all,Mentally Challenged Adults Discount,Other+Involvement+Ideas,0,2008-06-05 06:13:00,middle,1.0,,,,0,0.6931471805599453,
21839,TCC,email,Other+Involvement+Ideas,0,2008-06-05 10:41:00,middle,1.0,,,,0,0.6931471805599453,
60585,KayMarie,Candy,Food,0,2013-11-21 06:19:00,middle,0.0,,,,0,0.0,
